1	0	13
2	13	33
3	33	47
4	47	49
5	30	32
6	32	46
7	46	56
8	48	31
9	31	45
10	45	55
11	12	29
12	29	28
13	28	44
14	44	43
15	43	42
16	28	27
17	27	26
18	26	25
19	25	24
20	16	17
21	2	16
22	34	16
23	15	34
24	1	15
25	16	49
26	49	50
27	49	56
28	56	55
29	55	54
30	14	13
31	13	30
32	30	48
33	48	29
34	14	33
35	33	32
36	32	31
37	31	44
38	44	27
39	27	58
40	58	57
41	34	47
42	47	46
43	46	45
44	45	43
45	43	26
46	26	58
47	55	42
48	42	41
49	42	25
50	25	57
51	57	11
52	3	17
53	17	50
54	54	41
55	41	24
56	24	59
57	4	18
58	18	51
59	17	18
60	18	19
61	19	35
62	35	36
63	51	35
64	50	51
65	51	52
66	52	53
67	53	54
68	52	36
69	36	37
70	41	40
71	24	10
72	53	38
73	38	39
74	39	22
75	22	8
76	5	37
77	37	38
78	38	40
79	40	23
80	23	9
81	6	20
82	20	39
83	39	23
84	20	21
85	21	22
86	21	7
87	14	15
