1	0	1
2	0	2
3	1	0
4	1	2
5	1	3
6	1	5
7	1	6
8	2	0
9	2	1
10	2	11
11	3	1
12	3	4
13	3	5
14	3	7
15	4	3
16	4	10
17	5	1
18	5	3
19	5	6
20	5	7
21	6	1
22	6	5
23	6	7
24	6	8
25	7	3
26	7	5
27	7	6
28	7	9
29	8	6
30	8	9
31	8	12
32	8	14
33	9	7
34	9	8
35	9	10
36	10	4
37	10	9
38	10	16
39	11	2
40	11	12
41	11	29
42	11	30
43	12	8
44	12	11
45	12	13
46	13	12
47	13	14
48	13	33
49	14	8
50	14	13
51	14	15
52	14	23
53	15	14
54	15	16
55	15	19
56	16	10
57	16	15
58	16	17
59	16	18
60	17	16
61	17	20
62	18	16
63	18	22
64	19	15
65	19	20
66	19	24
67	20	17
68	20	19
69	20	21
70	20	25
71	21	17
72	21	20
73	21	22
74	21	26
75	22	18
76	22	21
77	22	28
78	23	14
79	23	24
80	23	34
81	24	19
82	24	23
83	24	25
84	25	20
85	25	24
86	25	26
87	25	35
88	26	21
89	26	25
90	26	27
91	26	36
92	27	26
93	27	28
94	28	22
95	28	27
96	28	37
97	29	11
98	29	30
99	29	31
100	29	39
101	30	11
102	30	29
103	30	31
104	30	32
105	30	38
106	31	29
107	31	30
108	31	38
109	31	39
110	32	30
111	32	33
112	32	42
113	33	13
114	33	32
115	33	34
116	34	23
117	34	33
118	34	43
119	35	25
120	35	36
121	35	45
122	36	26
123	36	35
124	36	37
125	36	46
126	37	28
127	37	36
128	37	47
129	38	30
130	38	31
131	38	41
132	39	29
133	39	31
134	39	40
135	39	48
136	40	39
137	40	41
138	40	49
139	41	38
140	41	40
141	41	42
142	41	50
143	42	32
144	42	41
145	42	43
146	42	51
147	43	34
148	43	42
149	43	44
150	43	52
151	44	43
152	44	45
153	44	53
154	45	35
155	45	44
156	45	46
157	45	54
158	46	36
159	46	45
160	46	47
161	46	55
162	47	37
163	47	46
164	47	58
165	48	39
166	48	49
167	48	70
168	49	40
169	49	48
170	49	50
171	49	59
172	50	41
173	50	49
174	50	51
175	50	59
176	51	42
177	51	50
178	51	52
179	51	60
180	52	43
181	52	51
182	52	53
183	52	61
184	53	44
185	53	52
186	53	54
187	53	62
188	54	45
189	54	53
190	54	55
191	54	63
192	55	46
193	55	54
194	55	56
195	56	55
196	56	57
197	57	56
198	57	58
199	57	65
200	58	47
201	58	57
202	58	79
203	59	49
204	59	50
205	59	60
206	59	67
207	60	51
208	60	59
209	60	61
210	60	69
211	61	52
212	61	60
213	61	62
214	61	72
215	62	53
216	62	61
217	62	63
218	62	73
219	63	54
220	63	62
221	63	64
222	63	74
223	64	65
224	64	66
225	65	57
226	65	64
227	65	66
228	66	64
229	66	65
230	66	75
231	67	59
232	67	68
233	67	70
234	68	67
235	68	69
236	69	60
237	69	68
238	69	71
239	70	48
240	70	67
241	70	71
242	70	76
243	71	69
244	71	70
245	71	72
246	71	76
247	72	61
248	72	71
249	72	73
250	72	77
251	73	62
252	73	72
253	73	74
254	74	63
255	74	73
256	74	75
257	74	78
258	75	66
259	75	74
260	75	79
261	76	70
262	76	71
263	76	77
264	77	72
265	77	76
266	77	78
267	78	74
268	78	77
269	78	79
270	79	58
271	79	75
272	79	78
